Match_ID,Match_Date,Match,Winner,Loser,WinLoss,Championship_Match,Promotion,Match_Type,Stipulation,Event,Event_Name,Event_Type,WinChampionship,LoseChampionship,SinglesChampionshipHeld,TagChampionshipHeld,IsTitleMatch,Venue,CityTown,StateProvince,Country
720,2006-11-20,"D-Generation X (Shawn Michaels & Triple H), John Cena & Ric Flair vs Rated-RKO (Edge & Randy Orton), Kenny & The Big Show","D-Generation X (Shawn Michaels & Triple H), John Cena & Ric Flair","Rated-RKO (Edge & Randy Orton), Kenny & The Big Show",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,First Mariner Arena,Baltimore,Maryland,United States
721,2006-11-26,"Team Cena (Bobby Lashley, John Cena, Kane, Rob Van Dam & Sabu) vs Team Big Show (Finlay, Montel Vontavious Porter, Test, The Big Show & Umaga)","Team Cena (Bobby Lashley, John Cena, Kane, Rob Van Dam & Sabu)","Team Big Show (Finlay, Montel Vontavious Porter, Test, The Big Show & Umaga)",Win,Exhibition,WWE,Survivor Series Elimination,No Stipulation,WWE Survivor Series 2006,WWE Survivor Series,PPV/PLE,No,No,WWE Championship,No Championship,No,Wachovia Center,Philadelphia,Pennsylvania,United States
722,2006-11-27,D-Generation X (Shawn Michaels & Triple H) & John Cena vs Rated-RKO (Edge & Randy Orton) & Umaga,D-Generation X (Shawn Michaels & Triple H) & John Cena,Rated-RKO (Edge & Randy Orton) & Umaga,Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Non-Televised,No,No,WWE Championship,No Championship,No,Mellon Arena,Pittsburgh,Pennsylvania,United States
723,2006-12-01,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Knoxville Civic Coliseum,Knoxville,Tennessee,United States
724,2006-12-02,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Civic Center,Asheville,North Carolina,United States
725,2006-12-03,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Civic Center,Savannah,Georgia,United States
726,2006-12-04,John Cena vs Chris Masters,John Cena,Chris Masters,Win,WWE Championship,WWE,Singles,Masterlock Challenge,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,Yes,North Charleston Coliseum,North Charleston,South Carolina,United States
727,2006-12-07,John Cena vs Edge,John Cena,Edge,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Camp Victory,Bagdad,Iraq,Iraq
730,2006-12-11,John Cena vs Armando Alejandro Estrada,John Cena,Armando Alejandro Estrada,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Mohegan Sun Casino,Uncasville,Connecticut,United States
729,2006-12-11,John Cena vs Johnny Nitro,John Cena,Johnny Nitro,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Mohegan Sun Casino,Uncasville,Connecticut,United States
728,2006-12-11,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Non-Televised,No,No,WWE Championship,No Championship,Yes,Mohegan Sun Casino,Uncasville,Connecticut,United States
731,2006-12-12,John Cena vs Finlay,John Cena,Finlay,Win,Exhibition,WWE,Singles,No Stipulation,WWE Friday Night SmackDown,WWE SmackDown,Televised,No,No,WWE Championship,No Championship,No,TD Banknorth Garden,Boston,Massachusetts,United States
732,2006-12-17,Batista & John Cena vs Finlay & King Booker,Batista & John Cena,Finlay & King Booker,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Armageddon 2006,WWE Armageddon,PPV/PLE,No,No,WWE Championship,No Championship,No,Richmond Coliseum,Richmond,Virginia,United States
733,2006-12-18,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,Yes,Verizon Center,Washington,District Of Columbia,United States
734,2006-12-18,D-Generation X (Shawn Michaels & Triple H) & John Cena vs Rated-RKO (Edge & Randy Orton) & Umaga,D-Generation X (Shawn Michaels & Triple H) & John Cena,Rated-RKO (Edge & Randy Orton) & Umaga,Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Verizon Center,Washington,District Of Columbia,United States
735,2006-12-26,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Pepsi Arena,Albany,New York,United States
736,2006-12-27,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Blue Cross Arena,Rochester,New York,United States
737,2006-12-28,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Continental Airlines Arena,East Rutherford,New Jersey,United States
738,2006-12-29,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Crown Coliseum,Fayetteville,North Carolina,United States
739,2006-12-30,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Greensboro Coliseum,Greensboro,North Carolina,United States
740,2007-01-01,Kevin Federline vs John Cena,Kevin Federline,John Cena,Loss,Exhibition,WWE,Singles,No Disqualification,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,AmericanAirlines Arena,Miami,Florida,United States
741,2007-01-01,"Armando Estrada, Johnny Nitro, Jonathan Coachman & Umaga vs John Cena","Armando Estrada, Johnny Nitro, Jonathan Coachman & Umaga",John Cena,Loss,Exhibition,WWE,1 vs 4 Handicap Match,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,AmericanAirlines Arena,Miami,Florida,United States
742,2007-01-07,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE New Year's Revolution 2007,WWE New Year's Revolution,PPV/PLE,No,No,WWE Championship,No Championship,Yes,Kemper Arena,Kansas City,Missouri,United States
743,2007-01-08,The Great Khali vs John Cena,The Great Khali,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Scottrade Center,St. Louis,Missouri,United States
744,2007-01-13,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Rapides Parish Coliseum,Alexandria,Louisiana,United States
745,2007-01-20,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,New Orleans Arena,New Orleans,Louisiana,United States
746,2007-01-21,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Mississippi Coast Coliseum,Biloxi,Mississippi,United States
747,2007-01-22,The Great Khali vs Charlie Haas and John Cena and Lance Cade and Shelton Benjamin and Trevor Murdoch and Viscera,The Great Khali,Charlie Haas and John Cena and Lance Cade and Shelton Benjamin and Trevor Murdoch and Viscera,Loss,Exhibition,WWE,Battle Royal,Battle Royal,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Cajundome,Lafayette,Louisiana,United States
748,2007-01-22,John Cena vs. Jonathan Coachman,No Contest,No Contest,No Contest,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Cajundome,Lafayette,Louisiana,United States
749,2007-01-28,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,Last Man Standing,WWE Royal Rumble 2007,WWE Royal Rumble,PPV/PLE,No,No,WWE Championship,No Championship,Yes,AT&T Center,San Antonio,Texas,United States
750,2007-01-29,John Cena & Shawn Michaels vs Rated-RKO (Edge & Randy Orton),John Cena & Shawn Michaels,Rated-RKO (Edge & Randy Orton),Win,WWE World Tag Team Championship,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,Yes,No,WWE Championship,WWE World Tag Team Championship,Yes,American Airlines Arena,Dallas,Texas,United States
751,2007-01-30,"Batista, John Cena, Shawn Michaels & The Undertaker vs Finlay, King Booker, Montel Vontavious Porter & Mr. Kennedy","Batista, John Cena, Shawn Michaels & The Undertaker","Finlay, King Booker, Montel Vontavious Porter & Mr. Kennedy",Win,Exhibition,WWE,4 vs 4 Tag Team,No Stipulation,ECW on Sci Fi,ECW on Sci Fi,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,Toyota Center,Houston,Texas,United States
752,2007-02-02,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Alliant Energy Center,Madison,Wisconsin,United States
753,2007-02-03,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,U.S. Cellular Center,Cedar Rapids,Iowa,United States
754,2007-02-04,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Clay County Regional Events Center,Spencer,Iowa,United States
755,2007-02-10,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Qwest Arena,Boise,Idaho,United States
756,2007-02-11,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,E Center,West Valley City,Utah,United States
757,2007-02-12,"Batista, John Cena, Shawn Michaels & The Undertaker vs Montel Vontavious Porter, Mr. Kennedy & Rated-RKO (Edge & Randy Orton)","Batista, John Cena, Shawn Michaels & The Undertaker","Montel Vontavious Porter, Mr. Kennedy & Rated-RKO (Edge & Randy Orton)",Win,Exhibition,WWE,4 vs 4 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,Rose Garden,Portland,Oregon,United States
758,2007-02-13,John Cena & Shawn Michaels vs Montel Vontavious Porter & Mr. Kennedy,John Cena & Shawn Michaels,Montel Vontavious Porter & Mr. Kennedy,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Friday Night SmackDown,WWE SmackDown,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,KeyArena,Seattle,Washington,United States
759,2007-02-18,John Cena & Shawn Michaels vs Batista & The Undertaker,John Cena & Shawn Michaels,Batista & The Undertaker,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE No Way Out 2007,WWE No Way Out,PPV/PLE,No,No,WWE Championship,WWE World Tag Team Championship,No,Staples Center,Los Angeles,California,United States
760,2007-02-19,John Cena vs Randy Orton,John Cena,Randy Orton,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,Rabobank Arena,Bakersfield,California,United States
761,2007-02-24,John Cena vs Edge and Randy Orton,John Cena,Edge and Randy Orton,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Lawler Event Center,Reno,Nevada,United States
762,2007-02-25,John Cena & Shawn Michaels vs Rated-RKO (Edge & Randy Orton),John Cena & Shawn Michaels,Rated-RKO (Edge & Randy Orton),Win,WWE World Tag Team Championship,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,ARCO Arena,Sacramento,California,United States
763,2007-02-26,John Cena & Shawn Michaels vs Rated-RKO (Edge & Randy Orton),John Cena & Shawn Michaels,Rated-RKO (Edge & Randy Orton),Win,WWE World Tag Team Championship,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Save Mart Center At Fresno State,Fresno,California,United States
764,2007-03-04,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,University Arena,Albuquerque,New Mexico,United States
765,2007-03-05,John Cena vs Johnny Nitro,John Cena,Johnny Nitro,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,US Airways Center,Phoenix,Arizona,United States
766,2007-03-08,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Jose Miguel Agrelot Coliseum,San Juan,Puerto Rico,United States
767,2007-03-09,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Panama City,Panama City,Panama,Panama
768,2007-03-10,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Estadio Del Ejercito,Guatemala City,Guatemala,Guatemala
769,2007-03-12,John Cena & Shawn Michaels vs Lance Cade & Trevor Murdoch and MNM (Joey Mercury & Johnny Nitro) and The World's Greatest Tag Team (Charlie Haas & Shelton Benjamin),John Cena & Shawn Michaels,Lance Cade & Trevor Murdoch and MNM (Joey Mercury & Johnny Nitro) and The World's Greatest Tag Team (Charlie Haas & Shelton Benjamin),Win,WWE World Tag Team Championship,WWE,Gauntlet,Gauntlet,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Verizon Center,Washington,District Of Columbia,United States
770,2007-03-18,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Valparaiso University,Valparaiso,Indiana,United States
771,2007-03-19,John Cena vs Chris Benoit,John Cena,Chris Benoit,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,Conseco Fieldhouse,Indianapolis,Indiana,United States
772,2007-03-24,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Memorial Civic Center,Canton,Ohio,United States
773,2007-03-25,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Toledo Sports Arena,Toledo,Ohio,United States
774,2007-03-26,Batista & The Undertaker vs John Cena & Shawn Michaels,Batista & The Undertaker,John Cena & Shawn Michaels,Loss,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,No,Allstate Arena,Rosemont,Illinois,United States
775,2007-04-01,John Cena vs Shawn Michaels,John Cena,Shawn Michaels,Win,WWE Championship,WWE,Singles,No Stipulation,"WWE WrestleMania 23 - ""All Grown Up""",WWE WrestleMania,PPV/PLE,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Ford Field,Detroit,Michigan,United States
776,2007-04-02,The Hardys (Jeff Hardy & Matt Hardy) vs John Cena & Shawn Michaels and Brian Kendrick & Paul London and Chavo Guerrero & Gregory Helms and Dave Taylor & William Regal and ECW Originals (The Sandman & Tommy Dreamer) and Johnny Nitro & The Miz and Lance Cade & Trevor Murdoch and The New Breed (Kevin Thorn & Marcus Cor Von) and Val Venis & Viscera,The Hardys (Jeff Hardy & Matt Hardy),John Cena & Shawn Michaels  and Brian Kendrick & Paul London and Chavo Guerrero & Gregory Helms and Dave Taylor & William Regal and ECW Originals (The Sandman & Tommy Dreamer) and Johnny Nitro & The Miz and Lance Cade & Trevor Murdoch and The New Breed (Kevin Thorn & Marcus Cor Von) and Val Venis & Viscera,Loss,WWE World Tag Team Championship,WWE,Battle Royal,Battle Royal,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,Yes,WWE Championship,WWE World Tag Team Championship,Yes,Ervin J. Nutter Center,Dayton,Ohio,United States
777,2007-04-02,John Cena & Shawn Michaels vs Chris Masters & Kenny Dykstra and Cryme Tyme (JTG & Shad) and Deuce & Domino and Eugene & Jim Duggan and Finlay & King Booker and The ECW Originals (Rob Van Dam & Sabu) and The Highlanders (Robbie McAllister & Rory McAllister) and The New Breed (Elijah Burke & Matt Striker),John Cena & Shawn Michaels,Chris Masters & Kenny Dykstra and Cryme Tyme (JTG & Shad) and Deuce & Domino and Eugene & Jim Duggan and Finlay & King Booker and The ECW Originals (Rob Van Dam & Sabu) and The Highlanders (Robbie McAllister & Rory McAllister) and The New Breed (Elijah Burke & Matt Striker),Win,WWE World Tag Team Championship,WWE,Battle Royal,Battle Royal,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,WWE World Tag Team Championship,Yes,Ervin J. Nutter Center,Dayton,Ohio,United States
778,2007-04-14,John Cena vs Edge and Randy Orton,John Cena,Edge and Randy Orton,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Mandela Forum,Florence,Italy,Italy
779,2007-04-15,John Cena vs Edge and Randy Orton,John Cena,Edge and Randy Orton,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Palaolimpico,Turin,Italy,Italy
780,2007-04-16,John Cena vs Rated-RKO (Edge & Randy Orton),John Cena,Rated-RKO (Edge & Randy Orton),Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,DutchForum,Mailand,Italy,Italy
781,2007-04-17,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,Special Referee,WWE WrestleMania Revenge Tour 2007 - Tag 1,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,PalaLottomatico,Rome,Italy,Italy
782,2007-04-18,John Cena & Shawn Michaels vs Edge & Randy Orton,John Cena & Shawn Michaels,Edge & Randy Orton,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2007 - Tag 2 (RAW),WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,No,Palagalassia,Forli,Italy,Italy
783,2007-04-19,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,Special Referee,WWE WrestleMania Revenge Tour 2007 - Tag 3 (RAW),WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Olympiahalle,Munich,Bayern,Germany
784,2007-04-20,John Cena vs Edge and Shawn Michaels,John Cena,Edge and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE WrestleMania Revenge Tour 2007 - Tag 4 (RAW),WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,SAP-Arena,Mannheim,Baden-Württemberg,Germany
785,2007-04-21,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE WrestleMania Revenge Tour 2007 - Tag 5 (RAW),WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,König-Pilsener-Arena,Oberhausen,Nordrhein-Westfalen,Germany
786,2007-04-22,John Cena vs Edge and Shawn Michaels,John Cena,Edge and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE WrestleMania Revenge Tour 2007 - Tag 6 (RAW),WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,AWD-Dome,Bremen,Germany,Germany
787,2007-04-23,Shawn Michaels vs John Cena,Shawn Michaels,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Earl's Court,London,England,England
788,2007-04-24,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,Special Referee,WWE WrestleMania Revenge Tour 2007 - Tag 7,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Zénith de Paris,Paris,France,France
789,2007-04-29,John Cena vs Edge and Randy Orton and Shawn Michaels,John Cena,Edge and Randy Orton and Shawn Michaels,Win,WWE Championship,WWE,Fatal 4-Way,No Stipulation,WWE Backlash 2007,WWE Backlash,PPV/PLE,No,No,WWE Championship,No Championship,Yes,Philips Arena,Atlanta,Georgia,United States
790,2007-05-04,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Freedom Hall,Johnson City,Tennessee,United States
791,2007-05-05,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Bi-Lo Center,Greenville,South Carolina,United States
792,2007-05-06,John Cena vs Umaga,John Cena,Umaga,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Roanoke Civic Center,Roanoke,Virginia,United States
793,2007-05-07,John Cena vs. Randy Orton,No Contest,No Contest,No Contest,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Bryce Jordan Center,State College,Pennsylvania,United States
794,2007-05-11,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Copps Coliseum,Hamilton,Ontario,Canada
795,2007-05-12,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Mile One Stadium,St. John's,Newfoundland,Canada
796,2007-05-18,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Freedom Hall,Louisville,Kentucky,United States
797,2007-05-19,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Show Me Center,Cape Girardeau,Missouri,United States
798,2007-05-20,John Cena vs The Great Khali,John Cena,The Great Khali,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Judgment Day 2007,WWE Judgment Day,PPV/PLE,No,No,WWE Championship,No Championship,Yes,Scottrade Center,St. Louis,Missouri,United States
799,2007-05-28,"Shane McMahon, The Great Khali & Umaga vs Bobby Lashley & John Cena","Shane McMahon, The Great Khali & Umaga",Bobby Lashley & John Cena,Loss,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Air Canada Centre,Toronto,Ontario,Canada
800,2007-05-28,The Great Khali vs John Cena,The Great Khali,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Saturday Night's Main Event,WWE Saturday Night's Main Event,Televised,No,No,WWE Championship,No Championship,No,Air Canada Centre,Toronto,Ontario,Canada
801,2007-06-03,John Cena vs The Great Khali,John Cena,The Great Khali,Win,WWE Championship,WWE,Singles,Falls Count Anywhere,WWE One Night Stand 2007: Extreme Rules,WWE One Night Stand,PPV/PLE,No,No,WWE Championship,No Championship,Yes,Jacksonville Veterans Memorial Arena,Jacksonville,Florida,United States
802,2007-06-04,John Cena vs The Great Khali and Umaga,John Cena,The Great Khali and Umaga,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,Yes,St. Pete Times Forum,Tampa,Florida,United States
803,2007-06-06,John Cena vs The Great Khali,John Cena,The Great Khali,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Dublin,Dublin,Ireland,Ireland
804,2007-06-07,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Dublin,Dublin,Ireland,Ireland
805,2007-06-08,John Cena vs The Great Khali,John Cena,The Great Khali,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Lissabon,Lissabon,Portugal,Portugal
806,2007-06-11,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Lissabon,Lissabon,Portugal,Portugal
807,2007-06-11,Edge vs John Cena,Edge,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW,WWE Monday Night RAW,Televised,No,No,WWE Championship,No Championship,No,Wachovia Arena At Casey Plaza,Wilkes-Barre,Pennsylvania,United States
808,2007-06-15,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised,No,No,WWE Championship,No Championship,Yes,Rupp Arena,Lexington,Kentucky,United States
